Note,"Check all parsed colums in TestDataColumn enum , see TestPackage for csv parsing",,,,,,,,,,,,
algorithms,22b,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem22.ReverseLinkedListTest2,com.github.pedrovgs.problem22.ReverseLinkedList,com.github.pedrovgs.problem22,,,,
algorithms,23,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem23.RemoveCommentsTest1,com.github.pedrovgs.problem23.RemoveComments,com.github.pedrovgs.problem23,,,,
algorithms,24,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem24.SortedArrayToBSTTest1,com.github.pedrovgs.problem24.SortedArrayToBST,com.github.pedrovgs.problem24,,,,
algorithms,25,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem25.AnagramsTest1,com.github.pedrovgs.problem25.Anagrams,com.github.pedrovgs.problem25,,,Exception after adding assertion (solved by changing code a little),
algorithms,26,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem26.PalindromesTest1,com.github.pedrovgs.problem26.Palindromes,com.github.pedrovgs.problem26,,,,
algorithms,27,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem27.ReverseSentenceTest1,com.github.pedrovgs.problem27.ReverseSentence,com.github.pedrovgs.problem27,,,,
algorithms,28a,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem28.FindSumsTest1,com.github.pedrovgs.problem28.FindSums,com.github.pedrovgs.problem28,,,,
algorithms,28b,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem28.FindSumsTest2,com.github.pedrovgs.problem28.FindSums,com.github.pedrovgs.problem28,,,,
algorithms,29,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem29.AreAnagramsTest1,com.github.pedrovgs.problem29.AreAnagrams,com.github.pedrovgs.problem29,,,,
algorithms,30,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem30.ScientificNotationTest1,com.github.pedrovgs.problem30.ScientificNotation,com.github.pedrovgs.problem30,,,,
algorithms,31a,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem31.FindLongestConsecutiveSequenceTest1,com.github.pedrovgs.problem31.FindLongestConsecutiveSequence,com.github.pedrovgs.problem31,,,,
algorithms,31b,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem31.FindLongestConsecutiveSequenceTest2,com.github.pedrovgs.problem31.FindLongestConsecutiveSequence,com.github.pedrovgs.problem31,,,,
algorithms,32,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem32.ContainsTest1,com.github.pedrovgs.problem32.Contains,com.github.pedrovgs.problem32,,,,
algorithms,33,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem33.SimpleRegularExpressionTest1,com.github.pedrovgs.problem33.SimpleRegularExpression,com.github.pedrovgs.problem33,,,,
algorithms,34,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem34.DotRegularExpressionTest1,com.github.pedrovgs.problem34.DotRegularExpression,com.github.pedrovgs.problem34,,,,
algorithms,35,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem35.AsteriskRegularExpressionTest1,com.github.pedrovgs.problem35.AsteriskRegularExpression,com.github.pedrovgs.problem35,,,,
algorithms,36,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem36.AvlTreeMedianTest1,com.github.pedrovgs.problem36.AvlTreeMedian,com.github.pedrovgs.problem36,,,Exception after adding assertion (solved by changing code a little),
algorithms,37,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem37.PathCalculatorTest1,com.github.pedrovgs.problem37.PathCalculator,com.github.pedrovgs.problem37,,,,
algorithms,38,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem38.PathToEveryLeafTest1,com.github.pedrovgs.problem38.PathToEveryLeaf,com.github.pedrovgs.problem38,,,,
algorithms,39,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem39.MultiplyArrayElementsTest1,com.github.pedrovgs.problem39.MultiplyArrayElements,com.github.pedrovgs.problem39,,,,
algorithms,40,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem40.MoveElementsToPositionsTest1,com.github.pedrovgs.problem40.MoveElementsToPositions,com.github.pedrovgs.problem40,,,X,
algorithms,41,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem41.GoThroughMatrixInSpiralTest1,com.github.pedrovgs.problem41.GoThroughMatrixInSpiral,com.github.pedrovgs.problem41,,,,
algorithms,42,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem42.FloodFillTest1,com.github.pedrovgs.problem42.FloodFill,com.github.pedrovgs.problem42,,,,
algorithms,43,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem43.CombinationOfIntegersTest1,com.github.pedrovgs.problem43.CombinationOfIntegers,com.github.pedrovgs.problem43,,,,
algorithms,44,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem44.FindMinNumberAtPositionTest1,com.github.pedrovgs.problem44.FindMinNumberAtPosition,com.github.pedrovgs.problem44,,,X,
algorithms,45,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem45.FindNthMostRepeatedElementTest1,com.github.pedrovgs.problem45.FindNthMostRepeatedElement,com.github.pedrovgs.problem45,,,X,
algorithms,46a,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem46.BinaryTreeSerializationTest1,com.github.pedrovgs.problem46.BinaryTreeSerialization,com.github.pedrovgs.problem46,,,,
algorithms,46b,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem46.BinaryTreeSerializationTest2,com.github.pedrovgs.problem46.BinaryTreeSerialization,com.github.pedrovgs.problem46,,,X,
algorithms,47,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem47.ReturnChangeTest1,com.github.pedrovgs.problem47.ReturnChange,com.github.pedrovgs.problem47,,,X,
algorithms,48,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem48.WordSearchTest1,com.github.pedrovgs.problem48.WordSearch,com.github.pedrovgs.problem48,,,X,
